,Activation,Channels,Loss,Mae,Mse
222,relu,"[1, 3, 4, 6, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",21385.05859375,117.65564727783203,21385.05859375
223,relu,"[0, 1, 2, 3, 5, 6, 7, 8, 11, 12, 16, 17, 18, 19, 22]",20108.744140625,115.8010025024414,20108.744140625
224,relu,"[0, 1, 3, 5, 6, 7, 8, 9, 12, 13, 15, 16, 18, 19, 21]",20823.1015625,118.98367309570312,20823.1015625
225,relu,"[2, 3, 4, 5, 8, 9, 11, 12, 13, 16, 17, 20, 21, 22, 23]",21408.3984375,116.59833526611328,21408.396484375
226,relu,"[2, 3, 6, 8, 10, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23]",21568.173828125,117.5770034790039,21568.173828125
227,relu,"[1, 2, 3, 6, 8, 9, 10, 11, 12, 13, 14, 17, 19, 20, 21]",21860.73828125,122.3736572265625,21860.73828125
228,relu,"[0, 1, 2, 3, 4, 6, 7, 9, 13, 14, 16, 18, 20, 21, 23]",21266.349609375,117.18033599853516,21266.349609375
229,relu,"[2, 3, 4, 6, 8, 10, 12, 13, 14, 15, 17, 18, 19, 22, 23]",20966.0625,117.71234130859375,20966.0625
230,relu,"[0, 3, 4, 5, 6, 7, 9, 10, 13, 14, 17, 18, 21, 22, 23]",20575.96484375,116.97698974609375,20575.96484375
231,relu,"[0, 1, 2, 5, 7, 8, 9, 13, 14, 15, 18, 19, 20, 21, 23]",20444.951171875,116.2796630859375,20444.951171875
232,relu,"[4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 19, 20, 21, 23]",23073.5390625,126.29100036621094,23073.5390625
233,relu,"[0, 3, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 21, 22]",20699.390625,117.41700744628906,20699.390625
234,relu,"[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 14, 17, 20, 21, 22]",19419.859375,113.37566375732422,19419.859375
235,relu,"[1, 4, 5, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20, 22, 23]",22332.82421875,121.82965850830078,22332.82421875
236,relu,"[0, 2, 3, 4, 5, 11, 13, 14, 15, 18, 19, 20, 21, 22, 23]",19946.400390625,111.77899932861328,19946.400390625
237,relu,"[2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 19, 21]",22441.17578125,124.6816635131836,22441.17578125
238,relu,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 17, 18, 20, 22]",21567.505859375,121.32632446289062,21567.505859375
239,relu,"[0, 1, 2, 3, 4, 11, 13, 14, 15, 17, 18, 19, 20, 22, 23]",21084.236328125,117.86499786376953,21084.236328125
240,relu,"[1, 2, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 21]",22054.87109375,125.5077896118164,22054.87109375
241,relu,"[0, 4, 6, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23]",22493.623046875,123.56367492675781,22493.623046875
242,relu,"[0, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 17, 20, 21, 23]",19561.970703125,113.85900115966797,19561.970703125
243,relu,"[0, 3, 4, 6, 8, 9, 10, 12, 13, 14, 17, 19, 21, 22, 23]",19725.65234375,116.3603286743164,19725.65234375
244,relu,"[0, 1, 2, 6, 8, 9, 13, 14, 15, 16, 17, 18, 20, 21, 23]",21310.994140625,118.58499908447266,21310.994140625
245,relu,"[0, 1, 2, 6, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 22]",20076.552734375,114.38299560546875,20076.552734375
246,relu,"[0, 5, 6, 7, 8, 10, 12, 14, 15, 16, 18, 19, 20, 21, 22]",21467.556640625,119.13098907470703,21467.556640625
