,Activation,Channels,Loss,Mae,Mse
0,relu,[23 11 13  0],0.5382733941078186,0.5382733941078186,0.6029346585273743
1,relu,[ 6  5 14  3],539.2474365234375,539.2474365234375,19.39278221130371
2,relu,[12  5 13  3],0.00765015697106719,0.00765015697106719,0.07316320389509201
3,relu,[ 2 21  4 20],539.1740112304688,539.1740112304688,19.39133071899414
4,relu,[ 1 23 21  5],0.6914463043212891,0.6914463043212891,0.7322008609771729
5,relu,[ 9  2 14  7],0.030607903376221657,0.030607903376221657,0.14882883429527283
6,relu,[15 12 18 13],0.07380618900060654,0.07380618900060654,0.2301650047302246
7,relu,[ 8 16 17  6],0.19259566068649292,0.19259566068649292,0.37664276361465454
8,relu,[ 0 12  4 18],0.018146425485610962,0.018146425485610962,0.10862795263528824
9,relu,[ 7 15  1  4],0.08879832923412323,0.08879832923412323,0.263265460729599
10,relu,[17 13 14 23],0.020859582349658012,0.020859582349658012,0.08601167798042297
11,relu,[11 19  7 17],5.254811763763428,5.254811763763428,1.9894144535064697
12,relu,[21 19  8 23],5.526212692260742,5.526212692260742,2.068195343017578
13,relu,[12 10  0 18],0.05475407838821411,0.05475407838821411,0.19917286932468414
14,relu,[17 19 11  4],0.10058831423521042,0.10058831423521042,0.2712145447731018
15,relu,[17 15  5 19],539.2001342773438,539.2001342773438,19.391921997070312
16,relu,[16  8  6 15],0.4577716588973999,0.4577716588973999,0.4171706438064575
17,relu,[ 7 18  8 22],0.05007079616189003,0.05007079616189003,0.1880090832710266
18,relu,[15 18  4 20],0.061186809092760086,0.061186809092760086,0.14609631896018982
19,relu,[23  8 19 13],0.05153520405292511,0.05153520405292511,0.19269533455371857
20,relu,[ 4 11  6 10],0.9873259663581848,0.9873259663581848,0.8483850955963135
21,relu,[17 20  3  2],0.006785273551940918,0.006785273551940918,0.06811745464801788
22,relu,[20  6 22  1],9.625015258789062,9.625015258789062,2.6939635276794434
23,relu,[11 17 21  5],134.87631225585938,134.87631225585938,10.23790168762207
24,relu,[12  5  2 16],539.2490234375,539.2490234375,19.393028259277344
25,relu,[ 8  5 12 23],0.2573738992214203,0.2573738992214203,0.44966116547584534
26,relu,[ 1  6 15  0],0.05858296528458595,0.05858296528458595,0.2059715986251831
