0.05464	-0.08928	0.
0.10309	0.	0.
-0.02	-0.01155	0.
0.	0.	0.11464
-0.05464	0.03155	0.
-0.08928	-0.05155	0.
0.08928	-0.05155	0.
0.08928	0.05155	0.
0.	0.	0.07464
0.02	-0.01155	0.
-0.10309	0.	0.
-0.05464	-0.08928	0.
0.05464	0.03155	0.
0.	0.10309	0.
0.	0.02309	0.
-0.05464	0.08928	0.
-0.05464	-0.03155	0.
0.	-0.10309	0.
0.05464	0.08928	0.
0.05464	-0.03155	0.
0.	0.06309	0.
0.	0.	0.03464
0.	-0.06309	0.
-0.08928	0.05155	0.
